model_no,product_category,product_subcategory,product_group,product_sub_group,brand,product_name,product_description,actual_price,discount_price,filter_1,filter_2,filter_3,filter_4,filter_5,ratings_and_reviews,attr1:color,attr2:image:1,attr2:image:2,attr2:image:3,attr2:image:4,attr2:image:5,tag_1,tag_2,tag_3,tag_4,tag_5,var1:model_no,var1:product_name,var1:product_description,var1:actual_price,var1:discount_price,var1:attr1:color,var1:attr2:image,var2:model_no,var2:product_name,var2:product_description,var2:actual_price,var2:discount_price,var2:attr2:color,var2:attr2:image,total_variants,total_attributes
SKU:  F2008105,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008105 Crayon Pillar cock swan neck (Right),Pillar cock with swan neck spout (right) and aerator," 2,480",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2008105-Crayon-Pillar-cock-swan-neck-Right.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2008152,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008152 Crayon Bib cock long nose,Bib cock long nose with wall flange and aerator," 1,605",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2008152-Crayon-Bib-cock-long-nose.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2008201,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008201 Crayon Angle cock,Angle cock with wall flange," 1,330",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2008201-Crayon-Angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2008211,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008211 Crayon 2-way angle cock,2 way angle cock with wall flange," 2,095",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2008211-Crayon-2-way-angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2008251,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008251 Crayon Sink cock wall mounted,Sink cock (wall mounted) with 170 mm (6.5″) long swivel spout and wall flange," 2,245",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2008251-Crayon-Sink-cock-wall-mounted.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2003531,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003531 Dew Single lever sink mixer,"Single lever sink mixer (wall mounted) with 180 mm (7”) long swivel spout, connecting legs and wall flanges"," 6,440",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2003531-Dew-Single-lever-sink-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2003163,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003163 Dew 2-Way bib cock,2-Way bib cock with single handle and wall flange," 2,075",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2003163-Dew-2-Way-bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2003751,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003751 Dew Flush cock,"Flush cock consisting of exposed part (lever, cartridge sleeve, flange) and concealed part Exposed part F2003751  Concealed part F4060101"," 2,325",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2003751-Dew-Flush-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2003451,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003451 Dew Single lever basin mixer,Single lever basin mixer with 450 mm braided connection pipe (without pop-up)," 4,820",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2003451-Dew-Single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2003461,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003461 Dew Central hole basin mixer,Central hole basin mixer with 450 mm braided connection pipe (without pop-up)," 4,850",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2003461-Dew-Central-hole-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2003101,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003101 Dew Pillar cock,Pillar cock with aerator," 1,820",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2003101-Dew-Pillar-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2003151,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003151 Dew Bib cock,Bib cock with wall flange and aerator," 1,820",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2003151-Dew-Bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2003211,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003211 Dew 2-way angle cock,2-Way angle cock with wall flange," 2,390",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2003211-Dew-2-way-angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2003102,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003102 Dew Pillar cock extended body,Pillar cock with 260 mm (10.5″) long extended body with aerator," 3,290",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2003102-Dew-Pillar-cock-extended-body.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2003404,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003404 Dew Wall mixer,Wall mixer with telephonic shower arrangement," 6,280",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2003404-Dew-Wall-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2003402,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003402 Dew Wall mixer with non return valve,Wall mixer with 210 mm (8.5″) max. long bend pipe for overhead shower with built-in non return valve," 6,875",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2003402-Dew-Wall-mixer-with-non-return-valve.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  CQ 308,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2003201 Dew Angle cock,Angle cock with wall flange," 1,620",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2003201-Dew-Angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010751,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010751 Diva Flush cock,"Flush cock consisting of exposed part (lever, cartridge sleeve, flange) and concealed part Exposed part F2010751  Concealed part F4060101"," 2,480",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2010751-Diva-Flush-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010351 - 15 mm,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010351 Diva Stop Cock 15 mm,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 15 mm pipeline with inner head Exposed part F2010351  Concealed part – 15 mm F4050102"," 1,855",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2010351-Fountain-Stop-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010351 - 20 mm,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010351 Diva Stop Cock 20 mm,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 20 mm pipeline with inner head Exposed part F2010351"," 1,880",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2010351-Fountain-Stop-cock-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010401,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010401 Diva Wall mixer,Wall mixer with 210 mm (8.5″) max.," 6,690",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2010401-Wall-mixer-diva.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010101,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010101 Diva Pillar cock,Pillar cock with aerator," 2,195",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2010101-Pillar-cock-with-aerator-diva.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010104,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010104 Diva Pillar cock (left),Pillar cock with swan neck spout (left) and aerator," 2,410",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2010104-Pillar-cock-with-swan-neck-diva.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010402,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010402 Diva Wall mixer with built in non return valve,Wall mixer with 210 mm (8.5″) max.," 6,955",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2010402-Wall-mixer-diva.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010105,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010105 Diva Pillar cock (right),Pillar cock with swan neck spout (right) and aerator," 2,410",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2010105-Pillar-cock-with-swan-neck-diva.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010403,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010403 Diva Wall mixer 3-in-1,Wall mixer 3-in-1 with arrangement for both," 7,225",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2010403-Wall-mixer-diva.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010404,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010404 Diva Wall mixer,Wall mixer with telephonic shower arrangement," 6,510",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2010404-Wall-mixer-diva.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010151,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010151 Diva Bib cock,Bib cock with wall flange and aerator," 2,195",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2010151-Bib-cock-diva.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2010501,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2010501 Diva Sink mixer (wall mounted),Sink mixer (wall mounted) with 188 mm (7.5″)," 4,745",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2010501-Sink-mixer-diva.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2011351 - 20 mm,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2011351 Drive Stop cock,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 20 mm pipeline with inner head Exposed part F2011351"," 2,125",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2011351-Drive-Stop-cock-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2011351 - 15 mm,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2011351 Drive Stop cock,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 15 mm pipeline with inner head Exposed part F2011351  Concealed part-15 mm F4050102"," 2,100",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2011351-Drive-Stop-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2011402,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2011402 Drive Single lever wall mixer,Single lever wall mixer with 210 mm (8.5″) max.," 7,585",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2011402-Single-lever-wall-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2011461,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2011461 Drive Central hole basin mixer,Central hole basin mixer with 450 mm," 6,325",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2011461-Basin-Mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2011511,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2011511 Drive Sink mixer (wall mounted),Sink mixer (wall mounted) with 185 mm (7.5″)," 6,265",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/Drive-F2011511.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2011151,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2011151 Drive Bib cock with wall flange,Bib cock with wall flange and aerator," 3,315",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2011151-Bib-cock-with-wall.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2011261,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2011261 Drive Sink cock (wall mounted),Sink cock (wall mounted) with 188 mm (7.5″)," 3,355",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/Drive-F2011261-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2011101,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2011101 Drive Pillar cock with aerator,Pillar cock with aerator," 3,315",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2011101-Pillar-Cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2011201,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2011201 Drive Angle cock with wall flange,Angle cock with wall flange," 2,020",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2011201-Angle-cock-with-wall-flange.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2011401,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2011401 Drive Single lever wall mixer,Single lever wall mixer with 210 mm (8.5″) max.," 7,320",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F2011401-Single-lever-wall-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002163,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002163 Garnet 2-way bib cock,2-way bib cock with single handle," 1,585",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2002163-Garnet-2-way-bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002161,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002161 Garnet 2-Way bib cock with side handle,"2-Way bib cock with side handle, wall flange and aerator Cat.No.F2002161"," 2,075",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/12/Garnet-F2002161CH.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002101,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002101 Garnet Pillar cock,Pillar cock with aerator," 1,040",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2002101-Garnet-Pillar-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002103,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002103 Garnet Pillar cock high neck,Pillar cock high neck with aerator," 1,425",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2002103-Garnet-Pillar-cock-high-neck.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002151,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002151 Garnet Bib cock,Bib cock with wall flange and aerator," 1,040",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2002151-Garnet-Bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002104,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002104 Garnet Pillar cock swan neck (Left),Pillar cock with swan neck spout (left) and aerator," 2,050",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2002104-Garnet-Pillar-cock-swan-neck-Left.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002405,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002405 Garnet Wall mixer,Wall mixer with spout (non shower arrangement)," 4,475",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/06/F2002405-Garnet-Wall-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002461,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002461 Garnet Central hole basin mixer,Central hole basin mixer with 450 mm braided connection pipe (without pop-up)," 3,470",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2002461-Garnet-Central-hole-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002511,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002511 Garnet Sink mixer wall mounted,Sink mixer (wall mounted) with 150 mm (6″)," 3,595",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2002511-Garnet-Sink-mixer-wall-mounted.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002105,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002105 Garnet Pillar cock swan neck (Right),Pillar cock with swan neck spout (right) and aerator," 2,050",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2002105-Garnet-Pillar-cock-swan-neck-Right.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002751,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002751 Garnet Flush cock,"Flush cock consisting of exposed part (lever, cartridge sleeve, flange) and"," 2,435",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/06/F2002751-Garnet-Flush-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2002152,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2002152 Garnet Bib cock long nose,Bib cock long nose with wall flange and aerator," 1,285",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2002152-Garnet-Bib-cock-long-nose.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2004731,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2004731 Mist 4-way concealed diverter,4-way concealed (2 inlets + 2 outlets) diverter consisting of exposed part (hot & cold knob & flange) and concealed body Exposed part F2004731  Concealed part F4040101," 6,655",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2004731-4-way-concealed-diverter.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2004701,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2004701 Mist Single lever concealed diverter,"Single lever concealed diverter system consisting of Exposed part (lever, tip ton knob, flange) and Concealed part (40 mm cartridge with button assembly, cartridge sleeve) Exposed part F2004701  Concealed part F4010101"," 5,235",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2004701-Mist-Single-lever-concealed-diverter.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2004163,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2004163 Mist 2-Way bib cock,2-Way bib cock with single handle and wall flange," 2,125",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2004163-2-Way-bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2004103,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2004103 Mist Pillar cock high neck,Pillar cock high neck with aerator," 2,175",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2004103.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2004101,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2004101 Mist Pillar cock,Pillar cock with aerator," 1,820",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2004101-Mist-Pillar-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2004102,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2004102 Mist Pillar cock extended body,Pillar cock with 310 mm (12.5”) long extended body with aerator," 3,485",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2004102-Mist-Pillar-cock-extended-body.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  CQ 422L,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2004104 Mist Pillar cock swan neck spout,Pillar cock with swan neck spout (left) and aerator," 2,760",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2004104-Mist-Pillar-cock-left-swan-neck-spout.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2004302,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2004302 Mist Sink cock goose neck table mounted,Single cock goose neck (table mounted) with 215 mm (8.5″) long swivel spout," 2,935",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2004104-Mist-Sink-cock-goose-neck-table-mounted.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2004451,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2004451 Mist Single lever basin mixer,Single lever basin mixer with 450 mm braided connection pipe," 4,190",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2004451-Mist-Single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2004105,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2004105 Mist Pillar cock swan neck spout,Pillar cock with swan neck spout (right) and aerator," 2,760",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/06/F2004105-Mist-Pillar-cock-right-swan-neck-spout.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
